pk_date;bk_period;full_name_date;day_number_of_week;day_name;month_name;month_number_of_year;day_number_of_year;week_number_of_year;calendar_quarter;calendar_year;day_number_of_month
20181222;22/12/2018;Saturday, December 22, 2018;7;Saturday;December;12;356;51;4;2018;22
20181223;23/12/2018;Sunday, December 23, 2018;1;Sunday;December;12;357;51;4;2018;23
20181224;24/12/2018;Monday, December 24, 2018;2;Monday;December;12;358;52;4;2018;24
20181225;25/12/2018;Tuesday, December 25, 2018;3;Tuesday;December;12;359;52;4;2018;25
20181226;26/12/2018;Wednesday, December 26, 2018;4;Wednesday;December;12;360;52;4;2018;26
20181227;27/12/2018;Thursday, December 27, 2018;5;Thursday;December;12;361;52;4;2018;27
20181228;28/12/2018;Friday, December 28, 2018;6;Friday;December;12;362;52;4;2018;28
20181229;29/12/2018;Saturday, December 29, 2018;7;Saturday;December;12;363;52;4;2018;29
20181230;30/12/2018;Sunday, December 30, 2018;1;Sunday;December;12;364;52;4;2018;30
20181231;31/12/2018;Monday, December 31, 2018;2;Monday;December;12;365;53;4;2018;31
20190101;01/01/2019;Tuesday, January 1, 2019;3;Tuesday;January;1;1;1;1;2019;1
20190102;02/01/2019;Wednesday, January 2, 2019;4;Wednesday;January;1;2;1;1;2019;2
20190103;03/01/2019;Thursday, January 3, 2019;5;Thursday;January;1;3;1;1;2019;3
20190104;04/01/2019;Friday, January 4, 2019;6;Friday;January;1;4;1;1;2019;4
20190105;05/01/2019;Saturday, January 5, 2019;7;Saturday;January;1;5;1;1;2019;5
20190106;06/01/2019;Sunday, January 6, 2019;1;Sunday;January;1;6;1;1;2019;6
20190107;07/01/2019;Monday, January 7, 2019;2;Monday;January;1;7;2;1;2019;7
20190108;08/01/2019;Tuesday, January 8, 2019;3;Tuesday;January;1;8;2;1;2019;8
20190109;09/01/2019;Wednesday, January 9, 2019;4;Wednesday;January;1;9;2;1;2019;9
20190110;10/01/2019;Thursday, January 10, 2019;5;Thursday;January;1;10;2;1;2019;10
20190111;11/01/2019;Friday, January 11, 2019;6;Friday;January;1;11;2;1;2019;11
20190112;12/01/2019;Saturday, January 12, 2019;7;Saturday;January;1;12;2;1;2019;12
20190113;13/01/2019;Sunday, January 13, 2019;1;Sunday;January;1;13;2;1;2019;13
20190114;14/01/2019;Monday, January 14, 2019;2;Monday;January;1;14;3;1;2019;14
20190115;15/01/2019;Tuesday, January 15, 2019;3;Tuesday;January;1;15;3;1;2019;15
20190116;16/01/2019;Wednesday, January 16, 2019;4;Wednesday;January;1;16;3;1;2019;16
20190117;17/01/2019;Thursday, January 17, 2019;5;Thursday;January;1;17;3;1;2019;17
20190118;18/01/2019;Friday, January 18, 2019;6;Friday;January;1;18;3;1;2019;18
20190119;19/01/2019;Saturday, January 19, 2019;7;Saturday;January;1;19;3;1;2019;19
20190120;20/01/2019;Sunday, January 20, 2019;1;Sunday;January;1;20;3;1;2019;20
20190121;21/01/2019;Monday, January 21, 2019;2;Monday;January;1;21;4;1;2019;21
20190122;22/01/2019;Tuesday, January 22, 2019;3;Tuesday;January;1;22;4;1;2019;22
20190123;23/01/2019;Wednesday, January 23, 2019;4;Wednesday;January;1;23;4;1;2019;23
20190124;24/01/2019;Thursday, January 24, 2019;5;Thursday;January;1;24;4;1;2019;24
20190125;25/01/2019;Friday, January 25, 2019;6;Friday;January;1;25;4;1;2019;25
20190126;26/01/2019;Saturday, January 26, 2019;7;Saturday;January;1;26;4;1;2019;26
20190127;27/01/2019;Sunday, January 27, 2019;1;Sunday;January;1;27;4;1;2019;27
20190128;28/01/2019;Monday, January 28, 2019;2;Monday;January;1;28;5;1;2019;28
20190129;29/01/2019;Tuesday, January 29, 2019;3;Tuesday;January;1;29;5;1;2019;29
20190130;30/01/2019;Wednesday, January 30, 2019;4;Wednesday;January;1;30;5;1;2019;30
20190131;31/01/2019;Thursday, January 31, 2019;5;Thursday;January;1;31;5;1;2019;31
20190201;01/02/2019;Friday, February 1, 2019;6;Friday;February;2;32;5;1;2019;1
20190202;02/02/2019;Saturday, February 2, 2019;7;Saturday;February;2;33;5;1;2019;2
20190203;03/02/2019;Sunday, February 3, 2019;1;Sunday;February;2;34;5;1;2019;3
20190204;04/02/2019;Monday, February 4, 2019;2;Monday;February;2;35;6;1;2019;4
20190205;05/02/2019;Tuesday, February 5, 2019;3;Tuesday;February;2;36;6;1;2019;5
20190206;06/02/2019;Wednesday, February 6, 2019;4;Wednesday;February;2;37;6;1;2019;6
20190207;07/02/2019;Thursday, February 7, 2019;5;Thursday;February;2;38;6;1;2019;7
20190208;08/02/2019;Friday, February 8, 2019;6;Friday;February;2;39;6;1;2019;8
20190209;09/02/2019;Saturday, February 9, 2019;7;Saturday;February;2;40;6;1;2019;9
20190210;10/02/2019;Sunday, February 10, 2019;1;Sunday;February;2;41;6;1;2019;10
20190211;11/02/2019;Monday, February 11, 2019;2;Monday;February;2;42;7;1;2019;11
20190212;12/02/2019;Tuesday, February 12, 2019;3;Tuesday;February;2;43;7;1;2019;12
20190213;13/02/2019;Wednesday, February 13, 2019;4;Wednesday;February;2;44;7;1;2019;13
20190214;14/02/2019;Thursday, February 14, 2019;5;Thursday;February;2;45;7;1;2019;14
20190215;15/02/2019;Friday, February 15, 2019;6;Friday;February;2;46;7;1;2019;15
20190216;16/02/2019;Saturday, February 16, 2019;7;Saturday;February;2;47;7;1;2019;16
20190217;17/02/2019;Sunday, February 17, 2019;1;Sunday;February;2;48;7;1;2019;17
20190218;18/02/2019;Monday, February 18, 2019;2;Monday;February;2;49;8;1;2019;18
20190219;19/02/2019;Tuesday, February 19, 2019;3;Tuesday;February;2;50;8;1;2019;19
20190220;20/02/2019;Wednesday, February 20, 2019;4;Wednesday;February;2;51;8;1;2019;20
20190221;21/02/2019;Thursday, February 21, 2019;5;Thursday;February;2;52;8;1;2019;21
20190222;22/02/2019;Friday, February 22, 2019;6;Friday;February;2;53;8;1;2019;22
20190223;23/02/2019;Saturday, February 23, 2019;7;Saturday;February;2;54;8;1;2019;23
20190224;24/02/2019;Sunday, February 24, 2019;1;Sunday;February;2;55;8;1;2019;24
20190225;25/02/2019;Monday, February 25, 2019;2;Monday;February;2;56;9;1;2019;25
20190226;26/02/2019;Tuesday, February 26, 2019;3;Tuesday;February;2;57;9;1;2019;26
20190227;27/02/2019;Wednesday, February 27, 2019;4;Wednesday;February;2;58;9;1;2019;27
20190228;28/02/2019;Thursday, February 28, 2019;5;Thursday;February;2;59;9;1;2019;28
20190301;01/03/2019;Friday, March 1, 2019;6;Friday;March;3;60;9;1;2019;1
20190302;02/03/2019;Saturday, March 2, 2019;7;Saturday;March;3;61;9;1;2019;2
20190303;03/03/2019;Sunday, March 3, 2019;1;Sunday;March;3;62;9;1;2019;3
20190304;04/03/2019;Monday, March 4, 2019;2;Monday;March;3;63;10;1;2019;4
20190305;05/03/2019;Tuesday, March 5, 2019;3;Tuesday;March;3;64;10;1;2019;5
20190306;06/03/2019;Wednesday, March 6, 2019;4;Wednesday;March;3;65;10;1;2019;6
20190307;07/03/2019;Thursday, March 7, 2019;5;Thursday;March;3;66;10;1;2019;7
20190308;08/03/2019;Friday, March 8, 2019;6;Friday;March;3;67;10;1;2019;8
20190309;09/03/2019;Saturday, March 9, 2019;7;Saturday;March;3;68;10;1;2019;9
20190310;10/03/2019;Sunday, March 10, 2019;1;Sunday;March;3;69;10;1;2019;10
20190311;11/03/2019;Monday, March 11, 2019;2;Monday;March;3;70;11;1;2019;11
20190312;12/03/2019;Tuesday, March 12, 2019;3;Tuesday;March;3;71;11;1;2019;12
20190313;13/03/2019;Wednesday, March 13, 2019;4;Wednesday;March;3;72;11;1;2019;13
20190314;14/03/2019;Thursday, March 14, 2019;5;Thursday;March;3;73;11;1;2019;14
20190315;15/03/2019;Friday, March 15, 2019;6;Friday;March;3;74;11;1;2019;15
20190316;16/03/2019;Saturday, March 16, 2019;7;Saturday;March;3;75;11;1;2019;16
20190317;17/03/2019;Sunday, March 17, 2019;1;Sunday;March;3;76;11;1;2019;17
20190318;18/03/2019;Monday, March 18, 2019;2;Monday;March;3;77;12;1;2019;18
20190319;19/03/2019;Tuesday, March 19, 2019;3;Tuesday;March;3;78;12;1;2019;19
20190320;20/03/2019;Wednesday, March 20, 2019;4;Wednesday;March;3;79;12;1;2019;20
20190321;21/03/2019;Thursday, March 21, 2019;5;Thursday;March;3;80;12;1;2019;21
20190322;22/03/2019;Friday, March 22, 2019;6;Friday;March;3;81;12;1;2019;22
20190323;23/03/2019;Saturday, March 23, 2019;7;Saturday;March;3;82;12;1;2019;23
20190324;24/03/2019;Sunday, March 24, 2019;1;Sunday;March;3;83;12;1;2019;24
20190325;25/03/2019;Monday, March 25, 2019;2;Monday;March;3;84;13;1;2019;25
20190326;26/03/2019;Tuesday, March 26, 2019;3;Tuesday;March;3;85;13;1;2019;26
20190327;27/03/2019;Wednesday, March 27, 2019;4;Wednesday;March;3;86;13;1;2019;27
20190328;28/03/2019;Thursday, March 28, 2019;5;Thursday;March;3;87;13;1;2019;28
20190329;29/03/2019;Friday, March 29, 2019;6;Friday;March;3;88;13;1;2019;29
20190330;30/03/2019;Saturday, March 30, 2019;7;Saturday;March;3;89;13;1;2019;30
20190331;31/03/2019;Sunday, March 31, 2019;1;Sunday;March;3;90;13;1;2019;31
20190401;01/04/2019;Monday, April 1, 2019;2;Monday;April;4;91;14;2;2019;1
20190402;02/04/2019;Tuesday, April 2, 2019;3;Tuesday;April;4;92;14;2;2019;2
20190403;03/04/2019;Wednesday, April 3, 2019;4;Wednesday;April;4;93;14;2;2019;3
20190404;04/04/2019;Thursday, April 4, 2019;5;Thursday;April;4;94;14;2;2019;4
20190405;05/04/2019;Friday, April 5, 2019;6;Friday;April;4;95;14;2;2019;5
20190406;06/04/2019;Saturday, April 6, 2019;7;Saturday;April;4;96;14;2;2019;6
20190407;07/04/2019;Sunday, April 7, 2019;1;Sunday;April;4;97;14;2;2019;7
20190408;08/04/2019;Monday, April 8, 2019;2;Monday;April;4;98;15;2;2019;8
20190409;09/04/2019;Tuesday, April 9, 2019;3;Tuesday;April;4;99;15;2;2019;9
20190410;10/04/2019;Wednesday, April 10, 2019;4;Wednesday;April;4;100;15;2;2019;10
20190411;11/04/2019;Thursday, April 11, 2019;5;Thursday;April;4;101;15;2;2019;11
20190412;12/04/2019;Friday, April 12, 2019;6;Friday;April;4;102;15;2;2019;12
20190413;13/04/2019;Saturday, April 13, 2019;7;Saturday;April;4;103;15;2;2019;13
20190414;14/04/2019;Sunday, April 14, 2019;1;Sunday;April;4;104;15;2;2019;14
20190415;15/04/2019;Monday, April 15, 2019;2;Monday;April;4;105;16;2;2019;15
20190416;16/04/2019;Tuesday, April 16, 2019;3;Tuesday;April;4;106;16;2;2019;16
20190417;17/04/2019;Wednesday, April 17, 2019;4;Wednesday;April;4;107;16;2;2019;17
20190418;18/04/2019;Thursday, April 18, 2019;5;Thursday;April;4;108;16;2;2019;18
20190419;19/04/2019;Friday, April 19, 2019;6;Friday;April;4;109;16;2;2019;19
20190420;20/04/2019;Saturday, April 20, 2019;7;Saturday;April;4;110;16;2;2019;20
20190421;21/04/2019;Sunday, April 21, 2019;1;Sunday;April;4;111;16;2;2019;21
20190422;22/04/2019;Monday, April 22, 2019;2;Monday;April;4;112;17;2;2019;22
20190423;23/04/2019;Tuesday, April 23, 2019;3;Tuesday;April;4;113;17;2;2019;23
20190424;24/04/2019;Wednesday, April 24, 2019;4;Wednesday;April;4;114;17;2;2019;24
20190425;25/04/2019;Thursday, April 25, 2019;5;Thursday;April;4;115;17;2;2019;25
20190426;26/04/2019;Friday, April 26, 2019;6;Friday;April;4;116;17;2;2019;26
20190427;27/04/2019;Saturday, April 27, 2019;7;Saturday;April;4;117;17;2;2019;27
20190428;28/04/2019;Sunday, April 28, 2019;1;Sunday;April;4;118;17;2;2019;28
20190429;29/04/2019;Monday, April 29, 2019;2;Monday;April;4;119;18;2;2019;29
20190430;30/04/2019;Tuesday, April 30, 2019;3;Tuesday;April;4;120;18;2;2019;30
20190501;01/05/2019;Wednesday, May 1, 2019;4;Wednesday;May;5;121;18;2;2019;1
20190502;02/05/2019;Thursday, May 2, 2019;5;Thursday;May;5;122;18;2;2019;2
20190503;03/05/2019;Friday, May 3, 2019;6;Friday;May;5;123;18;2;2019;3
20190504;04/05/2019;Saturday, May 4, 2019;7;Saturday;May;5;124;18;2;2019;4
20190505;05/05/2019;Sunday, May 5, 2019;1;Sunday;May;5;125;18;2;2019;5
20190506;06/05/2019;Monday, May 6, 2019;2;Monday;May;5;126;19;2;2019;6
20190507;07/05/2019;Tuesday, May 7, 2019;3;Tuesday;May;5;127;19;2;2019;7
20190508;08/05/2019;Wednesday, May 8, 2019;4;Wednesday;May;5;128;19;2;2019;8
20190509;09/05/2019;Thursday, May 9, 2019;5;Thursday;May;5;129;19;2;2019;9
20190510;10/05/2019;Friday, May 10, 2019;6;Friday;May;5;130;19;2;2019;10
20190511;11/05/2019;Saturday, May 11, 2019;7;Saturday;May;5;131;19;2;2019;11
20190512;12/05/2019;Sunday, May 12, 2019;1;Sunday;May;5;132;19;2;2019;12
20190513;13/05/2019;Monday, May 13, 2019;2;Monday;May;5;133;20;2;2019;13
20190514;14/05/2019;Tuesday, May 14, 2019;3;Tuesday;May;5;134;20;2;2019;14
20190515;15/05/2019;Wednesday, May 15, 2019;4;Wednesday;May;5;135;20;2;2019;15
20190516;16/05/2019;Thursday, May 16, 2019;5;Thursday;May;5;136;20;2;2019;16
20190517;17/05/2019;Friday, May 17, 2019;6;Friday;May;5;137;20;2;2019;17
20190518;18/05/2019;Saturday, May 18, 2019;7;Saturday;May;5;138;20;2;2019;18
20190519;19/05/2019;Sunday, May 19, 2019;1;Sunday;May;5;139;20;2;2019;19
20190520;20/05/2019;Monday, May 20, 2019;2;Monday;May;5;140;21;2;2019;20
20190521;21/05/2019;Tuesday, May 21, 2019;3;Tuesday;May;5;141;21;2;2019;21
20190522;22/05/2019;Wednesday, May 22, 2019;4;Wednesday;May;5;142;21;2;2019;22
20190523;23/05/2019;Thursday, May 23, 2019;5;Thursday;May;5;143;21;2;2019;23
20190524;24/05/2019;Friday, May 24, 2019;6;Friday;May;5;144;21;2;2019;24
20190525;25/05/2019;Saturday, May 25, 2019;7;Saturday;May;5;145;21;2;2019;25
20190526;26/05/2019;Sunday, May 26, 2019;1;Sunday;May;5;146;21;2;2019;26
20190527;27/05/2019;Monday, May 27, 2019;2;Monday;May;5;147;22;2;2019;27
20190528;28/05/2019;Tuesday, May 28, 2019;3;Tuesday;May;5;148;22;2;2019;28
20190529;29/05/2019;Wednesday, May 29, 2019;4;Wednesday;May;5;149;22;2;2019;29
20190530;30/05/2019;Thursday, May 30, 2019;5;Thursday;May;5;150;22;2;2019;30
20190531;31/05/2019;Friday, May 31, 2019;6;Friday;May;5;151;22;2;2019;31
20190601;01/06/2019;Saturday, June 1, 2019;7;Saturday;June;6;152;22;2;2019;1
20190602;02/06/2019;Sunday, June 2, 2019;1;Sunday;June;6;153;22;2;2019;2
20190603;03/06/2019;Monday, June 3, 2019;2;Monday;June;6;154;23;2;2019;3
20190604;04/06/2019;Tuesday, June 4, 2019;3;Tuesday;June;6;155;23;2;2019;4
20190605;05/06/2019;Wednesday, June 5, 2019;4;Wednesday;June;6;156;23;2;2019;5
20190606;06/06/2019;Thursday, June 6, 2019;5;Thursday;June;6;157;23;2;2019;6
20190607;07/06/2019;Friday, June 7, 2019;6;Friday;June;6;158;23;2;2019;7
20190608;08/06/2019;Saturday, June 8, 2019;7;Saturday;June;6;159;23;2;2019;8
20190609;09/06/2019;Sunday, June 9, 2019;1;Sunday;June;6;160;23;2;2019;9
20190610;10/06/2019;Monday, June 10, 2019;2;Monday;June;6;161;24;2;2019;10
20190611;11/06/2019;Tuesday, June 11, 2019;3;Tuesday;June;6;162;24;2;2019;11
20190612;12/06/2019;Wednesday, June 12, 2019;4;Wednesday;June;6;163;24;2;2019;12
20190613;13/06/2019;Thursday, June 13, 2019;5;Thursday;June;6;164;24;2;2019;13
20190614;14/06/2019;Friday, June 14, 2019;6;Friday;June;6;165;24;2;2019;14
20190615;15/06/2019;Saturday, June 15, 2019;7;Saturday;June;6;166;24;2;2019;15
20190616;16/06/2019;Sunday, June 16, 2019;1;Sunday;June;6;167;24;2;2019;16
20190617;17/06/2019;Monday, June 17, 2019;2;Monday;June;6;168;25;2;2019;17
20190618;18/06/2019;Tuesday, June 18, 2019;3;Tuesday;June;6;169;25;2;2019;18
20190619;19/06/2019;Wednesday, June 19, 2019;4;Wednesday;June;6;170;25;2;2019;19
20190620;20/06/2019;Thursday, June 20, 2019;5;Thursday;June;6;171;25;2;2019;20
20190621;21/06/2019;Friday, June 21, 2019;6;Friday;June;6;172;25;2;2019;21
20190622;22/06/2019;Saturday, June 22, 2019;7;Saturday;June;6;173;25;2;2019;22
20190623;23/06/2019;Sunday, June 23, 2019;1;Sunday;June;6;174;25;2;2019;23
20190624;24/06/2019;Monday, June 24, 2019;2;Monday;June;6;175;26;2;2019;24
20190625;25/06/2019;Tuesday, June 25, 2019;3;Tuesday;June;6;176;26;2;2019;25
20190626;26/06/2019;Wednesday, June 26, 2019;4;Wednesday;June;6;177;26;2;2019;26
20190627;27/06/2019;Thursday, June 27, 2019;5;Thursday;June;6;178;26;2;2019;27
20190628;28/06/2019;Friday, June 28, 2019;6;Friday;June;6;179;26;2;2019;28
20190629;29/06/2019;Saturday, June 29, 2019;7;Saturday;June;6;180;26;2;2019;29
20190630;30/06/2019;Sunday, June 30, 2019;1;Sunday;June;6;181;26;2;2019;30
20190701;01/07/2019;Monday, July 1, 2019;2;Monday;July;7;182;27;3;2019;1
20190702;02/07/2019;Tuesday, July 2, 2019;3;Tuesday;July;7;183;27;3;2019;2
20190703;03/07/2019;Wednesday, July 3, 2019;4;Wednesday;July;7;184;27;3;2019;3
20190704;04/07/2019;Thursday, July 4, 2019;5;Thursday;July;7;185;27;3;2019;4
20190705;05/07/2019;Friday, July 5, 2019;6;Friday;July;7;186;27;3;2019;5
20190706;06/07/2019;Saturday, July 6, 2019;7;Saturday;July;7;187;27;3;2019;6
20190707;07/07/2019;Sunday, July 7, 2019;1;Sunday;July;7;188;27;3;2019;7
20190708;08/07/2019;Monday, July 8, 2019;2;Monday;July;7;189;28;3;2019;8
20190709;09/07/2019;Tuesday, July 9, 2019;3;Tuesday;July;7;190;28;3;2019;9
20190710;10/07/2019;Wednesday, July 10, 2019;4;Wednesday;July;7;191;28;3;2019;10
20190711;11/07/2019;Thursday, July 11, 2019;5;Thursday;July;7;192;28;3;2019;11
20190712;12/07/2019;Friday, July 12, 2019;6;Friday;July;7;193;28;3;2019;12
20190713;13/07/2019;Saturday, July 13, 2019;7;Saturday;July;7;194;28;3;2019;13
20190714;14/07/2019;Sunday, July 14, 2019;1;Sunday;July;7;195;28;3;2019;14
20190715;15/07/2019;Monday, July 15, 2019;2;Monday;July;7;196;29;3;2019;15
20190716;16/07/2019;Tuesday, July 16, 2019;3;Tuesday;July;7;197;29;3;2019;16
20190717;17/07/2019;Wednesday, July 17, 2019;4;Wednesday;July;7;198;29;3;2019;17
20190718;18/07/2019;Thursday, July 18, 2019;5;Thursday;July;7;199;29;3;2019;18
20190719;19/07/2019;Friday, July 19, 2019;6;Friday;July;7;200;29;3;2019;19
20190720;20/07/2019;Saturday, July 20, 2019;7;Saturday;July;7;201;29;3;2019;20
20190721;21/07/2019;Sunday, July 21, 2019;1;Sunday;July;7;202;29;3;2019;21
20190722;22/07/2019;Monday, July 22, 2019;2;Monday;July;7;203;30;3;2019;22
20190723;23/07/2019;Tuesday, July 23, 2019;3;Tuesday;July;7;204;30;3;2019;23
20190724;24/07/2019;Wednesday, July 24, 2019;4;Wednesday;July;7;205;30;3;2019;24
20190725;25/07/2019;Thursday, July 25, 2019;5;Thursday;July;7;206;30;3;2019;25
20190726;26/07/2019;Friday, July 26, 2019;6;Friday;July;7;207;30;3;2019;26
20190727;27/07/2019;Saturday, July 27, 2019;7;Saturday;July;7;208;30;3;2019;27
20190728;28/07/2019;Sunday, July 28, 2019;1;Sunday;July;7;209;30;3;2019;28
20190729;29/07/2019;Monday, July 29, 2019;2;Monday;July;7;210;31;3;2019;29
20190730;30/07/2019;Tuesday, July 30, 2019;3;Tuesday;July;7;211;31;3;2019;30
20190731;31/07/2019;Wednesday, July 31, 2019;4;Wednesday;July;7;212;31;3;2019;31
20190801;01/08/2019;Thursday, August 1, 2019;5;Thursday;August;8;213;31;3;2019;1
20190802;02/08/2019;Friday, August 2, 2019;6;Friday;August;8;214;31;3;2019;2
20190803;03/08/2019;Saturday, August 3, 2019;7;Saturday;August;8;215;31;3;2019;3
20190804;04/08/2019;Sunday, August 4, 2019;1;Sunday;August;8;216;31;3;2019;4
20190805;05/08/2019;Monday, August 5, 2019;2;Monday;August;8;217;32;3;2019;5
20190806;06/08/2019;Tuesday, August 6, 2019;3;Tuesday;August;8;218;32;3;2019;6
20190807;07/08/2019;Wednesday, August 7, 2019;4;Wednesday;August;8;219;32;3;2019;7
20190808;08/08/2019;Thursday, August 8, 2019;5;Thursday;August;8;220;32;3;2019;8
20190809;09/08/2019;Friday, August 9, 2019;6;Friday;August;8;221;32;3;2019;9
20190810;10/08/2019;Saturday, August 10, 2019;7;Saturday;August;8;222;32;3;2019;10
20190811;11/08/2019;Sunday, August 11, 2019;1;Sunday;August;8;223;32;3;2019;11
20190812;12/08/2019;Monday, August 12, 2019;2;Monday;August;8;224;33;3;2019;12
20190813;13/08/2019;Tuesday, August 13, 2019;3;Tuesday;August;8;225;33;3;2019;13
20190814;14/08/2019;Wednesday, August 14, 2019;4;Wednesday;August;8;226;33;3;2019;14
20190815;15/08/2019;Thursday, August 15, 2019;5;Thursday;August;8;227;33;3;2019;15
20190816;16/08/2019;Friday, August 16, 2019;6;Friday;August;8;228;33;3;2019;16
20190817;17/08/2019;Saturday, August 17, 2019;7;Saturday;August;8;229;33;3;2019;17
20190818;18/08/2019;Sunday, August 18, 2019;1;Sunday;August;8;230;33;3;2019;18
20190819;19/08/2019;Monday, August 19, 2019;2;Monday;August;8;231;34;3;2019;19
20190820;20/08/2019;Tuesday, August 20, 2019;3;Tuesday;August;8;232;34;3;2019;20
20190821;21/08/2019;Wednesday, August 21, 2019;4;Wednesday;August;8;233;34;3;2019;21
20190822;22/08/2019;Thursday, August 22, 2019;5;Thursday;August;8;234;34;3;2019;22
20190823;23/08/2019;Friday, August 23, 2019;6;Friday;August;8;235;34;3;2019;23
20190824;24/08/2019;Saturday, August 24, 2019;7;Saturday;August;8;236;34;3;2019;24
20190825;25/08/2019;Sunday, August 25, 2019;1;Sunday;August;8;237;34;3;2019;25
20190826;26/08/2019;Monday, August 26, 2019;2;Monday;August;8;238;35;3;2019;26
20190827;27/08/2019;Tuesday, August 27, 2019;3;Tuesday;August;8;239;35;3;2019;27
20190828;28/08/2019;Wednesday, August 28, 2019;4;Wednesday;August;8;240;35;3;2019;28
20190829;29/08/2019;Thursday, August 29, 2019;5;Thursday;August;8;241;35;3;2019;29
20190830;30/08/2019;Friday, August 30, 2019;6;Friday;August;8;242;35;3;2019;30
20190831;31/08/2019;Saturday, August 31, 2019;7;Saturday;August;8;243;35;3;2019;31
20190901;01/09/2019;Sunday, September 1, 2019;1;Sunday;September;9;244;35;3;2019;1
20190902;02/09/2019;Monday, September 2, 2019;2;Monday;September;9;245;36;3;2019;2
20190903;03/09/2019;Tuesday, September 3, 2019;3;Tuesday;September;9;246;36;3;2019;3
20190904;04/09/2019;Wednesday, September 4, 2019;4;Wednesday;September;9;247;36;3;2019;4
20190905;05/09/2019;Thursday, September 5, 2019;5;Thursday;September;9;248;36;3;2019;5
20190906;06/09/2019;Friday, September 6, 2019;6;Friday;September;9;249;36;3;2019;6
20190907;07/09/2019;Saturday, September 7, 2019;7;Saturday;September;9;250;36;3;2019;7
20190908;08/09/2019;Sunday, September 8, 2019;1;Sunday;September;9;251;36;3;2019;8
20190909;09/09/2019;Monday, September 9, 2019;2;Monday;September;9;252;37;3;2019;9
20190910;10/09/2019;Tuesday, September 10, 2019;3;Tuesday;September;9;253;37;3;2019;10
20190911;11/09/2019;Wednesday, September 11, 2019;4;Wednesday;September;9;254;37;3;2019;11
20190912;12/09/2019;Thursday, September 12, 2019;5;Thursday;September;9;255;37;3;2019;12
20190913;13/09/2019;Friday, September 13, 2019;6;Friday;September;9;256;37;3;2019;13
20190914;14/09/2019;Saturday, September 14, 2019;7;Saturday;September;9;257;37;3;2019;14
20190915;15/09/2019;Sunday, September 15, 2019;1;Sunday;September;9;258;37;3;2019;15
20190916;16/09/2019;Monday, September 16, 2019;2;Monday;September;9;259;38;3;2019;16
20190917;17/09/2019;Tuesday, September 17, 2019;3;Tuesday;September;9;260;38;3;2019;17
20190918;18/09/2019;Wednesday, September 18, 2019;4;Wednesday;September;9;261;38;3;2019;18
20190919;19/09/2019;Thursday, September 19, 2019;5;Thursday;September;9;262;38;3;2019;19
20190920;20/09/2019;Friday, September 20, 2019;6;Friday;September;9;263;38;3;2019;20
20190921;21/09/2019;Saturday, September 21, 2019;7;Saturday;September;9;264;38;3;2019;21
20190922;22/09/2019;Sunday, September 22, 2019;1;Sunday;September;9;265;38;3;2019;22
20190923;23/09/2019;Monday, September 23, 2019;2;Monday;September;9;266;39;3;2019;23
20190924;24/09/2019;Tuesday, September 24, 2019;3;Tuesday;September;9;267;39;3;2019;24
20190925;25/09/2019;Wednesday, September 25, 2019;4;Wednesday;September;9;268;39;3;2019;25
20190926;26/09/2019;Thursday, September 26, 2019;5;Thursday;September;9;269;39;3;2019;26
20190927;27/09/2019;Friday, September 27, 2019;6;Friday;September;9;270;39;3;2019;27
20190928;28/09/2019;Saturday, September 28, 2019;7;Saturday;September;9;271;39;3;2019;28
20190929;29/09/2019;Sunday, September 29, 2019;1;Sunday;September;9;272;39;3;2019;29
20190930;30/09/2019;Monday, September 30, 2019;2;Monday;September;9;273;40;3;2019;30
20191001;01/10/2019;Tuesday, October 1, 2019;3;Tuesday;October;10;274;40;4;2019;1
20191002;02/10/2019;Wednesday, October 2, 2019;4;Wednesday;October;10;275;40;4;2019;2
20191003;03/10/2019;Thursday, October 3, 2019;5;Thursday;October;10;276;40;4;2019;3
20191004;04/10/2019;Friday, October 4, 2019;6;Friday;October;10;277;40;4;2019;4
20191005;05/10/2019;Saturday, October 5, 2019;7;Saturday;October;10;278;40;4;2019;5
20191006;06/10/2019;Sunday, October 6, 2019;1;Sunday;October;10;279;40;4;2019;6
20191007;07/10/2019;Monday, October 7, 2019;2;Monday;October;10;280;41;4;2019;7
20191008;08/10/2019;Tuesday, October 8, 2019;3;Tuesday;October;10;281;41;4;2019;8
20191009;09/10/2019;Wednesday, October 9, 2019;4;Wednesday;October;10;282;41;4;2019;9
20191010;10/10/2019;Thursday, October 10, 2019;5;Thursday;October;10;283;41;4;2019;10
20191011;11/10/2019;Friday, October 11, 2019;6;Friday;October;10;284;41;4;2019;11
20191012;12/10/2019;Saturday, October 12, 2019;7;Saturday;October;10;285;41;4;2019;12
20191013;13/10/2019;Sunday, October 13, 2019;1;Sunday;October;10;286;41;4;2019;13
20191014;14/10/2019;Monday, October 14, 2019;2;Monday;October;10;287;42;4;2019;14
20191015;15/10/2019;Tuesday, October 15, 2019;3;Tuesday;October;10;288;42;4;2019;15
20191016;16/10/2019;Wednesday, October 16, 2019;4;Wednesday;October;10;289;42;4;2019;16
20191017;17/10/2019;Thursday, October 17, 2019;5;Thursday;October;10;290;42;4;2019;17
20191018;18/10/2019;Friday, October 18, 2019;6;Friday;October;10;291;42;4;2019;18
20191019;19/10/2019;Saturday, October 19, 2019;7;Saturday;October;10;292;42;4;2019;19
